Nem Lula nem o partido ainda encontraram um discurso para se diferenciar.	Nem Lula nem o partido ainda encontraram um discurso para se diferenciar .	expl
Na cadeia era bem-comportado e ocupava-se em trabalhos de faxina.	Em a cadeia era bem-comportado e ocupava se em trabalhos de faxina .	expl
Suicidou-se a 7 de Agosto.	Suicidou se a 7 de Agosto .	expl
O caso está a ser analisado pela Direcção Regional de Educação do Centro e o Coordenador da Área Educativa (CAE) já admitiu não haver condições objectivas para que os professores executem as suas tarefas e continuem as actividades lectivas, sobretudo enquanto o director do Colégio do Mondego se encontrar ausente no estrangeiro.	O caso está a ser analisado por a Direcção Regional de Educação de o Centro e o Coordenador de a Área Educativa ( CAE ) já admitiu não haver condições objectivas para que os professores executem as suas tarefas e continuem as actividades lectivas , sobretudo enquanto o director de o Colégio de o Mondego se encontrar ausente em o estrangeiro .	expl
Era Oto, um ex-controlador de tráfego aéreo em Bissalanca que se juntara à guerrilha.	Era Oto , um ex-controlador de tráfego aéreo em Bissalanca que se juntara a a guerrilha .	expl
Vai para Conakry, fala com o nosso secretário-geral Amílcar Cabral e vai ver que tudo se vai resolver.	Vai para Conakry , fala com o nosso secretário-geral Amílcar Cabral e vai ver que tudo se vai resolver .	expl
Sentados a uma mesa trapezoidal encontravam-se cinco indivíduos de grand boubou [ vestimenta muçulmana ] até aos pés, com os seus gorros típicos, todos muito grandes e com ar sério.	Sentados a uma mesa trapezoidal encontravam se cinco indivíduos de grand boubou [ vestimenta muçulmana ] até a os pés , com os seus gorros típicos , todos muito grandes e com ar sério .	expl
O que Américo Amorim não confirma, recusando-se a pagar qualquer prestação de serviços.	O que Américo Amorim não confirma , recusando se a pagar qualquer prestação de serviços .	expl
Como ali é afirmado, não cabe exclusivamente à classe política dar respostas sobre as interrogações que o futuro levanta, antes exige a participação activa da sociedade civil, que tem igualmente responsabilidades e deveres de que não pode nem deve demitir-se.	Como ali é afirmado , não cabe exclusivamente a a classe política dar respostas sobre as interrogações que o futuro levanta , antes exige a participação activa de a sociedade civil , que tem igualmente responsabilidades e deveres de que não pode nem deve demitir se .	expl
Gomes Motta, respondendo às perguntas dos jornalistas, iria mais longe ao afirmar que os partidos não esgotam a actividade cívica do país e, afastando qualquer mal-estar que o congresso possa provocar nas hostes socialistas por eventualmente ofuscar alguns dos seus projectos, esclareceria ainda que esta iniciativa e as do PS em certa medida completam-se.	Gomes Motta , respondendo a as perguntas de os jornalistas , iria mais longe a o afirmar que os partidos não esgotam a actividade cívica de o país e , afastando qualquer mal-estar que o congresso possa provocar em as hostes socialistas por eventualmente ofuscar alguns de os seus projectos , esclareceria ainda que esta iniciativa e as de o PS em certa medida completam se .	expl
O relatório adianta que todos os relatos de tortura e maus tratos se referiam a pessoas que tinham sido detidas sob suspeita de terem cometido delitos criminais, tendo em muitos dos casos sido libertadas sem serem inculpadas.	O relatório adianta que todos os relatos de tortura e maus tratos se referiam a pessoas que tinham sido detidas sob suspeita de terem cometido delitos criminais , tendo em muitos de os casos sido libertadas sem serem inculpadas .	expl
R. É lógico que os directos só podem existir se houver regras claras.	R. É lógico que os directos só podem existir se houver regras claras .	mark
As notícias revelam, salvo raras excepções, um cariz sensacionalista, que alimenta sobretudo a ideia de cura mágica ou o desejo de encontrar bodes expiatórios para a explicação do fenómeno, permitindo, por exemplo, que se fale de eficácia do(s) tratamento(s) de formas pouco honestas, por ignorância ou por manipulação deliberada.	As notícias revelam , salvo raras excepções , um cariz sensacionalista , que alimenta sobretudo a ideia de cura mágica ou o desejo de encontrar bodes expiatórios para a explicação de o fenómeno , permitindo , por exemplo , que se fale de eficácia do(s ) tratamento(s ) de formas pouco honestas , por ignorância ou por manipulação deliberada .	nsubj
Um exemplo recente de como se pode confundir a opinião pública ocorreu no programa de TV Falar Claro, no passado dia 22 de Junho.	Um exemplo recente de como se pode confundir a opinião pública ocorreu em o programa de TV Falar Claro , em o passado dia 22 de Junho .	nsubj
O que espanta, porém, não é que se pretenda fazer marcha atrás relativamente a um referendo que devia ter sido realizado há já muito tempo.	O que espanta , porém , não é que se pretenda fazer marcha atrás relativamente a um referendo que devia ter sido realizado há já muito tempo .	nsubj
Bem vistas as coisas, os portugueses dificilmente compreenderiam o facto de serem agora chamados a pronunciar-se sobre algo que há muito foi decidido à sua revelia.	Bem vistas as coisas , os portugueses dificilmente compreenderiam o facto de serem agora chamados a pronunciar se sobre algo que há muito foi decidido a a sua revelia .	expl
Pelo que, muito provavelmente, voltariam a abster-se de ir às urnas.	Por o que , muito provavelmente , voltariam a abster se de ir a as urnas .	expl
No pior dos cenários, o país volta a abster-se e a regionalização tem assegurados mais 25 anos de permanência no fundo falso da gaveta da democracia.	Em o pior de os cenários , o país volta a abster se e a regionalização tem assegurados mais 25 anos de permanência em o fundo falso de a gaveta de a democracia .	expl
Referem-se a normas de segurança e de saúde e higiene, regras de iluminação, etc.	Referem se a normas de segurança e de saúde e higiene , regras de iluminação , etc.	expl
É o caso da organização do tempo de trabalho e disposições sobre mulheres grávidas, cuja aprovação não se espera para a presidência britânica, não entrando, assim, em vigor a 1 de Janeiro de 1993.	É o caso de a organização de o tempo de trabalho e disposições sobre mulheres grávidas , cuja aprovação não se espera para a presidência britânica , não entrando , assim , em vigor a 1 de Janeiro de 1993 .	nsubj
13 de Maio A oposição apela de novo à população para que se manifeste contra o Governo a partir do dia 17.	13 de Maio A oposição apela de novo a a população para que se manifeste contra o Governo a partir de o dia 17 .	expl
Embora se constatem riscos em algumas zonas, as nossas expectativas são de uma recuperação global, disse a mesma fonte.	Embora se constatem riscos em algumas zonas , as nossas expectativas são de uma recuperação global , disse a mesma fonte .	expl
Casa Branca distancia-se de Carter	Casa Branca distancia se de Carter	obj
A Administração da Casa Branca decidiu ontem manter algumas distâncias face às declarações do antigo Presidente democrata norte-americano Jimmy Carter após a sua visita a Pale o bastião da liderança sérvia da Bósnia nos arredores de Sarajevo --, ao recordar que os sérvios bósnios continuam a ser considerados os agressores no conflito que se prolonga há mais de dois anos e meio nesta república balcânica.	A Administração de a Casa Branca decidiu ontem manter algumas distâncias face a as declarações de o antigo Presidente democrata norte-americano Jimmy Carter após a sua visita a Pale o bastião de a liderança sérvia de a Bósnia em os arredores de Sarajevo -- , a o recordar que os sérvios bósnios continuam a ser considerados os agressores em o conflito que se prolonga há mais de dois anos e meio em esta república balcânica .	expl
Distribuídos por vários escalões segundo a idade, aos concorrentes basta pertencer ao universo de cerca de 30 mil reformados do município, podendo inscrever-se na altura do baile, a divulgar brevemente por todos as associações e grupos de idosos.	Distribuídos por vários escalões segundo a idade , a os concorrentes basta pertencer a o universo de cerca de 30 mil reformados de o município , podendo inscrever se em a altura de o baile , a divulgar brevemente por todos as associações e grupos de idosos .	expl
A advertência foi feita ontem em Tóquio pelo secretário norte-americano do Tesouro, Lloyd Bentsen, depois de se ter encontrado a seu pedido com o primeiro-ministro Morihiro Hosokawa e o ministro das Finanças Hirohisa Fujii.	A advertência foi feita ontem em Tóquio por o secretário norte-americano de o Tesouro , Lloyd Bentsen , depois de se ter encontrado a seu pedido com o primeiro-ministro Morihiro Hosokawa e o ministro de as Finanças Hirohisa Fujii .	expl
Quase quatro anos depois, três dos animais ainda se encontram em boa saúde, tendo o quarto morrido há uns meses.	Quase quatro anos depois , três de os animais ainda se encontram em boa saúde , tendo o quarto morrido há uns meses .	expl
Todos os elementos de um grupo de animais que não tinha sido vacinado com o HIV2 morreram da sida dos macacos, nos meses que se seguiram à sua infecção pelo SIV.	Todos os elementos de um grupo de animais que não tinha sido vacinado com o HIV2 morreram de a sida de os macacos , em os meses que se seguiram a a sua infecção por o SIV .	expl
Tratar-se-á de vacinas preventivas que poderão ser eficazes contra qualquer estirpe do HIV2.	Tratará se de vacinas preventivas que poderão ser eficazes contra qualquer estirpe de o HIV2 .	expl
A exposição formada sobretudo por objectos provenientes de colecções particulares inicia-se cronologicamente no século XVII e vem até aos nossos dias.	A exposição formada sobretudo por objectos provenientes de colecções particulares inicia se cronologicamente em o século XVII e vem até a os nossos dias .	expl
Entre as jóias apresentadas contam-se colares de brilhantes e esmeraldas (séc. XVIII e XIX), peças de ouro popular, trenedeiras, crisólitas, laças, condecorações das ordens de Malta e de Cristo em minas e brilhantes e uma caixa de rapé do Rei Carlos Alberto.	Entre as jóias apresentadas contam se colares de brilhantes e esmeraldas ( séc. XVIII e XIX ) , peças de ouro popular , trenedeiras , crisólitas , laças , condecorações de as ordens de Malta e de Cristo em minas e brilhantes e uma caixa de rapé de o Rei Carlos Alberto .	expl
Assinale-se ainda a presença de um stand da Christies no espaço da mostra, bem como de um avaliador oficial daquela leiloeira inglesa.	Assinale se ainda a presença de um stand de a Christies em o espaço de a mostra , bem como de um avaliador oficial de aquela leiloeira inglesa .	expl
Apesar de manifestar sérias dúvidas e muitas reservas sobre a evolução recente da economia brasileira e de criticar abertamente os constrangimentos da burocracia na criação de novos negócios, Belmiro não se poupa a profecias:	Apesar de manifestar sérias dúvidas e muitas reservas sobre a evolução recente de a economia brasileira e de criticar abertamente os constrangimentos de a burocracia em a criação de novos negócios , Belmiro não se poupa a profecias :	expl
O próprio professor Cavaco, de modesta fortuna, farto de nos aturar, mandou tudo àquele sítio aplicando uma bofetada sem mão aos que vivem da politiquice e retomará a carreira profissional ganhando o dobro, chateando-se pela metade.	O próprio professor Cavaco , de modesta fortuna , farto de nos aturar , mandou tudo a aquele sítio aplicando uma bofetada sem mão a os que vivem de a politiquice e retomará a carreira profissional ganhando o dobro , chateando se por a metade .	expl
Nunca mais se poderá falar, no futuro, da Poppea de Harnoncourt.	Nunca mais se poderá falar , em o futuro , de a Poppea de Harnoncourt .	nsubj
Poder-se-á ir mais longe?	Poderá se ir mais longe ?	nsubj
Toda a comédia humana numa dança à beira do precipício, a guerra que se avizinha.	Toda a comédia humana em uma dança a a beira de o precipício , a guerra que se avizinha .	expl
Na Óscar Monteiro Torres, o troço compreendido entre a Rua Oliveira Martins e a Av. de Roma volta a ter sentido único, circulando-se da Oliveira Martins para a Av. de Roma.	Em a Óscar Monteiro Torres , o troço compreendido entre a Rua Oliveira Martins e a Av. de Roma volta a ter sentido único , circulando se de a Oliveira Martins para a Av. de Roma .	nsubj
Segue-se a reunião com o secretário-geral do partido no poder (RCD, Rassemblement Constitutionnel Democratique, Liga Constitucional Democrática), e a entrevista com o ministro de Estado e do Interior, Abdallah Kallel, tido como braço direito do Presidente e o número dois do Governo.	Segue se a reunião com o secretário-geral de o partido em o poder ( RCD , Rassemblement Constitutionnel Democratique , Liga Constitucional Democrática ) , e a entrevista com o ministro de Estado e de o Interior , Abdallah Kallel , tido como braço direito de o Presidente e o número dois de o Governo .	expl
Um dos resultados práticos desta fusão é que Michael Eisner, presidente da Walt Disney, se tornou da noite para o dia o homem mais poderoso do sector.	Um de os resultados práticos de esta fusão é que Michael Eisner , presidente de a Walt Disney , se tornou de a noite para o dia o homem mais poderoso de o sector .	expl
A circular justifica a iniciativa por terem surgido alguns problemas no tratamento de Testemunhas de Jeová, quando é imperativo ou há a eventualidade de se administrar sangue, como medida indispensável à manutenção da vida.	A circular justifica a iniciativa por terem surgido alguns problemas em o tratamento de Testemunhas de Jeová , quando é imperativo ou há a eventualidade de se administrar sangue , como medida indispensável a a manutenção de a vida .	nsubj
Em declarações ao PÚBLICO, Francisco Costa, membro da comissão de ligação do Hospital, um órgão de contacto entre os hospitais e as Testemunhas de Jeová, disse conhecer o documento, que, no essencial, reitera uma prática utilizada anteriormente pela direcção do hospital, à excepção do que se passava com o tratamento de crianças.	Em declarações a o PÚBLICO , Francisco Costa , membro de a comissão de ligação de o Hospital , um órgão de contacto entre os hospitais e as Testemunhas de Jeová , disse conhecer o documento , que , em o essencial , reitera uma prática utilizada anteriormente por a direcção de o hospital , a a excepção de o que se passava com o tratamento de crianças .	expl
Se o acordo for cumprido, tal como ele foi escrito, a consequência vai ser mais recessão, maior aperto.	Se o acordo for cumprido , tal como ele foi escrito , a consequência vai ser mais recessão , maior aperto .	mark
As metas quanto à inflação é conseguir que esta, até ao final de 1992, se situe nos 12 por cento ao mês.	As metas quanto a a inflação é conseguir que esta , até a o final de 1992 , se situe em os 12 por cento a o mês .	expl
A confirmarem-se os confrontos, serão o primeiro incidente fronteiriço grave desde a morte de oito diplomatas e um jornalista iranianos no Afeganistão, no princípio de Agosto, o acontecimento que agudizou a crise entre os dois países.	A confirmarem se os confrontos , serão o primeiro incidente fronteiriço grave desde a morte de oito diplomatas e um jornalista iranianos em o Afeganistão , em o princípio de Agosto , o acontecimento que agudizou a crise entre os dois países .	expl
Desde então, Teerão, que viu derrotados os seus últimos aliados na guerra civil afegã, e Cabul, com a confiança renovada e o apoio do Paquistão, envolveram-se numa escalada de ameaças verbais, concentrando ao mesmo tempo frente a frente poderosos efectivos militares os maiores desde o fim da guerra entre o Irão e o Iraque, em 1988.	Desde então , Teerão , que viu derrotados os seus últimos aliados em a guerra civil afegã , e Cabul , com a confiança renovada e o apoio de o Paquistão , envolveram se em uma escalada de ameaças verbais , concentrando a o mesmo tempo frente a frente poderosos efectivos militares os maiores desde o fim de a guerra entre o Irão e o Iraque , em 1988 .	expl
Uma situação complicada porque Hélder se tem mostrado, neste início do campeonato, como um dos melhores jogadores do Benfica.	Uma situação complicada porque Hélder se tem mostrado , em este início de o campeonato , como um de os melhores jogadores de o Benfica .	expl
(Atitude basicamente budista em relação a todas as coisas da vida, porque as desagradáveis causam repulsa, e as agradáveis tristeza quando já se as não tem).	( Atitude basicamente budista em relação a todas as coisas de a vida , porque as desagradáveis causam repulsa , e as agradáveis tristeza quando já se as não tem ) .	nsubj
Claro que se evoca aqui um amor justo e totalmente abrangente, com base em regras éticas universais.	Claro que se evoca aqui um amor justo e totalmente abrangente , com base em regras éticas universais .	nsubj
Não há que sentir revolta, desânimo nem tristeza, devendo procurar-se ver sempre o outro lado da moeda.	Não há que sentir revolta , desânimo nem tristeza , devendo procurar se ver sempre o outro lado de a moeda .	nsubj
Em verdade vos digo que Indiana Jones e os seus émulos ainda estão na fase do desmame se os compararmos com alguns heróis do passado, do serial ou do filme de aventuras.	Em verdade vos digo que Indiana Jones e os seus émulos ainda estão em a fase de o desmame se os compararmos com alguns heróis de o passado , de o serial ou de o filme de aventuras .	mark
Neste último caso, o destaque vai para um filme de guerra, Jornada Trágica, que terá menos a ver com o conflito a que se referia do que com o western ou a floresta de Sherwood.	Em este último caso , o destaque vai para um filme de guerra , Jornada Trágica , que terá menos a ver com o conflito a que se referia de o que com o western ou a floresta de Sherwood .	expl
O filme chamou-se Objectivo Burma e, embora mais sério, resultava no mesmo.	O filme chamou se Objectivo Burma e , embora mais sério , resultava em o mesmo .	expl
Realce ainda para o mau dia de Marco Pantani, que apenas veio a Espanha para se preparar para o Mundial da Colômbia.	Realce ainda para o mau dia de Marco Pantani , que apenas veio a Espanha para se preparar para o Mundial de a Colômbia .	expl
Um momento histórico é como pode classificar-se a presença do Castelo da Maia na final-four da Liga das Taças em voleibol, que entre hoje e amanhã decorre na cidade de Cuneo, no Norte de Itália.	Um momento histórico é como pode classificar se a presença de o Castelo de a Maia em a final-four de a Liga de as Taças em voleibol , que entre hoje e amanhã decorre em a cidade de Cuneo , em o Norte de Itália .	expl
A criação de um Conselho Nacional do Ambiente seria um passo decisivo para criar um fórum onde se cruzassem todas as forças que atravessam horizontalmente as questões de ambiente e desenvolvimento.	A criação de um Conselho Nacional de o Ambiente seria um passo decisivo para criar um fórum onde se cruzassem todas as forças que atravessam horizontalmente as questões de ambiente e desenvolvimento .	expl
Era uma dupla terrível, que se completava pela potência do holandês e o jogo mais técnico do jovem português.	Era uma dupla terrível , que se completava por a potência de o holandês e o jogo mais técnico de o jovem português .	expl
Teixeira da Mota, porta-voz do BFE, limitou-se a dizer, sobre este assunto, que, após seis meses de efectiva gestão da actual administração, concluídos em Agosto de 1992, o banco considerou o processo encerrado e que o comprador confirmou ao BFE, nesse mesmo mês, a plena viabilidade e eficácia do contrato celebrado entre as partes.	Teixeira de a Mota , porta-voz de o BFE , limitou se a dizer , sobre este assunto , que , após seis meses de efectiva gestão de a actual administração , concluídos em Agosto de 1992 , o banco considerou o processo encerrado e que o comprador confirmou a o BFE , em esse mesmo mês , a plena viabilidade e eficácia de o contrato celebrado entre as partes .	expl
Em termos de totais, na Bolsa de Lisboa intermediaram-se 10,592 milhões de contos, mais 258,62 por cento.	Em termos de totais , em a Bolsa de Lisboa intermediaram se 10,592 milhões de contos , mais 258,62 por cento .	expl
Se for aprovada a versão final do anteprojecto de lei de liberdade religiosa que hoje será apresentada publicamente --, os crentes que o desejarem podem passar a indicar que destino pretendem para uma quota equivalente a 0,5 por cento do imposto sobre o rendimento das pessoas singulares (IRS).	Se for aprovada a versão final de o anteprojecto de lei de liberdade religiosa que hoje será apresentada publicamente -- , os crentes que o desejarem podem passar a indicar que destino pretendem para uma quota equivalente a 0,5 por cento de o imposto sobre o rendimento de as pessoas singulares ( IRS ) .	mark
Desde há poucos anos, em ambos os países optou-se por a possibilidade de cada pessoa indicar, na declaração de rendimentos, qual o fim que pretende dar aquela percentagem 0,8 em Espanha, 0,523 em Itália.	Desde há poucos anos , em ambos os países optou se por a possibilidade de cada pessoa indicar , em a declaração de rendimentos , qual o fim que pretende dar aquela percentagem 0,8 em Espanha , 0,523 em Itália .	nsubj
Destaque: Grande parte da imaginação da infância passa-se na descoberta e na contestação da mentira das regras que o mundo lhe impõe.	Destaque : Grande parte de a imaginação de a infância passa se em a descoberta e em a contestação de a mentira de as regras que o mundo lhe impõe .	expl
No relatório citam-se os elevados encargos sociais das empresas, a generosidade dos subsídios de desemprego, o muito elevado salário mínimo e as regras de protecção de emprego, consideradas muito rígidas, como factores desmotivadores da criação de postos de trabalho.	Em o relatório citam se os elevados encargos sociais de as empresas , a generosidade de os subsídios de desemprego , o muito elevado salário mínimo e as regras de protecção de emprego , consideradas muito rígidas , como factores desmotivadores de a criação de postos de trabalho .	expl
Entretanto, a Junta de Freguesia de Riba de Ave foi recebida anteontem por Agostinho Fernandes, a quem se manifestou preocupada com a situação e propôs o encerramento da ETRSU até que seja reparada a avaria.	Entretanto , a Junta de Freguesia de Riba de Ave foi recebida anteontem por Agostinho Fernandes , a quem se manifestou preocupada com a situação e propôs o encerramento de a ETRSU até que seja reparada a avaria .	expl
Não é de admirar que Hollywood se interesse por este mercado, mesmo após o relativo insucesso de Super Mario Bros.	Não é de admirar que Hollywood se interesse por este mercado , mesmo após o relativo insucesso de Super Mario Bros .	expl
Segundo o presidente da empresa, Kenzo Tsujimoto, o que se ganha na produção do filme é o conhecimento e a experiência de que a Capcom necessita para fazer videojogos no futuro.	Segundo o presidente de a empresa , Kenzo Tsujimoto , o que se ganha em a produção de o filme é o conhecimento e a experiência de que a Capcom necessita para fazer videojogos em o futuro .	nsubj
O desafio posto à organização da exposição é então levar os munícipes de uma cidade a apaixonarem-se perdidamente por um edifício ao ponto de saírem para a rua em sua defesa.	O desafio posto a a organização de a exposição é então levar os munícipes de uma cidade a apaixonarem se perdidamente por um edifício a o ponto de saírem para a rua em sua defesa .	expl
A grande dúvida que circula entre a comunidade timorense é a razão que teria levado esta mulher doente Wendi tem esclerose múltipla a escolher o jornal Kompas para prestar tais declarações, pois se, em tudo isto, existe um fundo de verdade, um periódico indonésio seria a última escolha para alguém que quer ter o mínimo de credibilidade, comentam.	A grande dúvida que circula entre a comunidade timorense é a razão que teria levado esta mulher doente Wendi tem esclerose múltipla a escolher o jornal Kompas para prestar tais declarações , pois se , em tudo isto , existe um fundo de verdade , um periódico indonésio seria a última escolha para alguém que quer ter o mínimo de credibilidade , comentam .	mark
Cada um dos acusados arrisca-se agora a uma pena máxima de cinco anos de prisão e a uma multa que pode ir até aos 250 mil dólares (45 mil contos).	Cada um de os acusados arrisca se agora a uma pena máxima de cinco anos de prisão e a uma multa que pode ir até a os 250 mil dólares ( 45 mil contos ) .	obj
Mary Jo White considerou no entanto que as empresas não estavam protegidas pelo facto de a sua sede se situar fora dos Estados Unidos.	Mary Jo White considerou em o entanto que as empresas não estavam protegidas por o facto de a sua sede se situar fora de os Estados Unidos .	expl
No que concerne à Dívida Pública corrente, realizaram-se três leilões de Bilhetes do Tesouro.	Em o que concerne a a Dívida Pública corrente , realizaram se três leilões de Bilhetes de o Tesouro .	expl
Pretendemos definir com o máximo rigor os custos médios de cada estudante, conforme a região onde se encontra, pois actualmente não existem dados concretos sobre o assunto, esclareceu Miguel Rodrigues, que é também presidente da Associação Académica da Universidade de Aveiro.	Pretendemos definir com o máximo rigor os custos médios de cada estudante , conforme a região onde se encontra , pois actualmente não existem dados concretos sobre o assunto , esclareceu Miguel Rodrigues , que é também presidente de a Associação Académica de a Universidade de Aveiro .	expl
Já no próximo dia 25, os dirigentes associativos irão reunir-se com o ministro Couto dos Santos para discutir, mais uma vez, o problema do pagamento das propinas universitárias.	Já em o próximo dia 25 , os dirigentes associativos irão reunir se com o ministro Couto de os Santos para discutir , mais uma vez , o problema de o pagamento de as propinas universitárias .	expl
De facto, os indícios acumulam-se nesse sentido.	De facto , os indícios acumulam se em esse sentido .	expl
Não só por aquilo que se viu ontem nas fortalezas tradicionalmente inexpugnáveis do PCP, mas também pela receptividade que a campanha de Torres Couto está a encontrar e, sobretudo, pelo que as sondagens começam a indicar.	Não só por aquilo que se viu ontem em as fortalezas tradicionalmente inexpugnáveis de o PCP , mas também por a receptividade que a campanha de Torres Couto está a encontrar e , sobretudo , por o que as sondagens começam a indicar .	nsubj
De acordo com Manuel Cunha, o actual presidente da Junta de Freguesia, durante as obras, a empresa responsável necessitou de retirar saibro da zona onde o muro se encontrava para efectuar um aterro.	De acordo com Manuel Cunha , o actual presidente de a Junta de Freguesia , durante as obras , a empresa responsável necessitou de retirar saibro de a zona onde o muro se encontrava para efectuar um aterro .	expl
Se os Quinze conseguirem resolver estes três problemas, resta apenas à cimeira de Madrid escolher o nome da moeda única, tendo em conta que a denominação ecu, expressa no Tratado de Maastricht, é rejeitada pela Alemanha, que prefere euro.	Se os Quinze conseguirem resolver estes três problemas , resta apenas a a cimeira de Madrid escolher o nome de a moeda única , tendo em conta que a denominação ecu , expressa em o Tratado de Maastricht , é rejeitada por a Alemanha , que prefere euro .	mark
R. O PC serviu-se da extrema-esquerda, como ponta-de-lança, mas depois foi vítima da sua impreparação e do seu espontaneísmo.	R. O PC serviu se de a extrema-esquerda , como ponta-de-lança , mas depois foi vítima de a sua impreparação e de o seu espontaneísmo .	expl
Isto porque, de acordo com a lei, nas presidenciais é eleito o candidato que obtiver mais de metade dos votos expressos ou seja, pelo menos 50 por cento mais um --, excluindo-se desta contabilidade os votos em branco e os nulos.	Isto porque , de acordo com a lei , em as presidenciais é eleito o candidato que obtiver mais de metade de os votos expressos ou seja , por o menos 50 por cento mais um -- , excluindo se de esta contabilidade os votos em branco e os nulos .	expl
Nono mês do calendário lunar islâmico, durante o qual mil milhões de pessoas se abstêm de comer, fumar, ouvir música ou de ter relações sexuais, o Ramadão é o mês sagrado muçulmano.	Nono mês de o calendário lunar islâmico , durante o qual mil milhões de pessoas se abstêm de comer , fumar , ouvir música ou de ter relações sexuais , o Ramadão é o mês sagrado muçulmano .	expl
É o que se teme agora, segundo os panfletos, aparecidos sobretudo em mesquitas não controladas pelo Estado, dentro das quais as orações têm sido acompanhadas por murmúrios pouco comuns.	É o que se teme agora , segundo os panfletos , aparecidos sobretudo em mesquitas não controladas por o Estado , dentro de as quais as orações têm sido acompanhadas por murmúrios pouco comuns .	nsubj
Traumatizado, refugio-me no Canal 1, onde se estreia Tudo pelos Outros, com Vítor Norte a mostrar que estaria muito melhor num palco.	Traumatizado , refugio me em o Canal 1 , onde se estreia Tudo por os Outros , com Vítor Norte a mostrar que estaria muito melhor em um palco .	expl
Zapo e rezapo e os momentos de sincronismo repetem-se com enlouquecedora constância: as mesmas lágrimas, as mesmas fungadelas, o mesmo bem-fazer, os mesmos familiares abraçados uns aos outros.	Zapo e rezapo e os momentos de sincronismo repetem se com enlouquecedora constância : as mesmas lágrimas , as mesmas fungadelas , o mesmo bem-fazer , os mesmos familiares abraçados uns a os outros .	expl
O ex-governador do Tennessee Lamar Alexander será o seguinte a declarar-se, dias depois.	O ex-governador de o Tennessee Lamar Alexander será o seguinte a declarar se , dias depois .	expl
Os diplomatas brasileiros queixam-se da falta de recursos, já que são obrigados a cobrir muitas despesas com dinheiro do próprio bolso.	Os diplomatas brasileiros queixam se de a falta de recursos , já que são obrigados a cobrir muitas despesas com dinheiro de o próprio bolso .	expl
Está a ser pedido aos idosos que se sacrifiquem duas ou três vezes mais do que o resto das pessoas.	Está a ser pedido a os idosos que se sacrifiquem duas ou três vezes mais de o que o resto de as pessoas .	expl
Assim, se na guerra do primetime a novela da SIC consegue vencer tangencialmente o mano-a-mano com Fera Ferida, já o principal serviço noticioso diário da estação, Jornal da Noite, não tem idêntica estatura, perdendo por larga margem para o Telejornal do Canal 1.	Assim , se em a guerra de o primetime a novela de a SIC consegue vencer tangencialmente o mano-a-mano com Fera Ferida , já o principal serviço noticioso diário de a estação , Jornal de a Noite , não tem idêntica estatura , perdendo por larga margem para o Telejornal de o Canal 1 .	mark
Quem é visto, mais do que seria de esperar, é a saga erótico-comemorativa dos vinte anos da Playboy, que consegue aguentar-se no Top 20 da SIC com 5,1 (quase tanto como a volta ...)	Quem é visto , mais de o que seria de esperar , é a saga erótico-comemorativa de os vinte anos de a Playboy , que consegue aguentar se em o Top 20 de a SIC com 5,1 ( quase tanto como a volta ... )	expl
Ao longo de uma obra original em que tem procurado figurar a génese e os momentos mais marcantes da nossa modernidade filosófica e estética, o filósofo Manfred Frank (ainda desconhecido do leitor português, mas já muito traduzido em França e na Itália) serve-se, entre outros, do mito do judeu errante, nestas duas vertentes, para seguir um percurso que, na literatura, conduz da viragem para a Idade Moderna e das primeiras viagens pelo desconhecido até à contemporânea deriva pelos mares da interioridade e à condição niilista deste nosso século, preço da emancipação crítica em relação às promessas de estabilidade da Razão e de uma modernidade que um dia viria a falar com língua bífide, afirmando no discurso científico o que negava no poético.	Ao longo de uma obra original em que tem procurado figurar a génese e os momentos mais marcantes de a nossa modernidade filosófica e estética , o filósofo Manfred Frank ( ainda desconhecido de o leitor português , mas já muito traduzido em França e em a Itália ) serve se , entre outros , de o mito de o judeu errante , em estas duas vertentes , para seguir um percurso que , em a literatura , conduz de a viragem para a Idade Moderna e de as primeiras viagens por o desconhecido até a a contemporânea deriva por os mares de a interioridade e a a condição niilista de este nosso século , preço de a emancipação crítica em relação a as promessas de estabilidade de a Razão e de uma modernidade que um dia viria a falar com língua bífide , afirmando em o discurso científico o que negava em o poético .	expl
A partir da Zambujeira, as praias favoritas são acessíveis através dos montes, que se atingem atravessando o ribeiro nas traseiras do café Fresco.	A partir de a Zambujeira , as praias favoritas são acessíveis através de os montes , que se atingem atravessando o ribeiro em as traseiras de o café Fresco .	expl
No início desta semana, no entanto, um diplomata indonésio admitiu a possibilidade da visita começar em finais de Outubro, o que, a confirmar-se, apanhará a Comissão Eventual praticamente no grau zero da preparação da visita.	Em o início de esta semana , em o entanto , um diplomata indonésio admitiu a possibilidade de a visita começar em finais de Outubro , o que , a confirmar se , apanhará a Comissão Eventual praticamente em o grau zero de a preparação de a visita .	expl
Na localidade de Flamengos, onde ainda estão mais de 200 pessoas a dormir em tendas, Sampaio apelou ao bom senso e solidariedade típica do povo açoreano para compreender que não se podem construir todas as casas ao mesmo tempo.	Em a localidade de Flamengos , onde ainda estão mais de 200 pessoas a dormir em tendas , Sampaio apelou a o bom senso e solidariedade típica de o povo açoreano para compreender que não se podem construir todas as casas a o mesmo tempo .	expl
Aqui temos de compreender que não se pode ter tudo ao mesmo tempo.	Aqui temos de compreender que não se pode ter tudo a o mesmo tempo .	nsubj
