,0
"Recorde-se que a cancerização se produz quando, por alguma razão, as células do organismo começam a dividir-se de forma descontrolada sem chegarem à maturação.",expl
"Os Estados Unidos reexaminarão «as bases» do acordo de cooperação económica concluído com o Japão, se não se alcançarem «acordos credíveis» entre os dois países durante a cimeira Clinton-Hosokawa, prevista para 11 de Fevereiro em Washington.",expl
"A advertência foi feita ontem em Tóquio pelo secretário norte-americano do Tesouro, Lloyd Bentsen, depois de se ter encontrado a seu pedido com o primeiro-ministro Morihiro Hosokawa e o ministro das Finanças Hirohisa Fujii.",expl
"A baixa irá dever-se principalmente ao arrefecimento da actividade imobiliária, cujo crescimento exponencial no ano de 1993 se deveu em grande parte a capitais estrangeiros.",expl
"Quase quatro anos depois, três dos animais ainda se encontram em boa saúde, tendo o quarto morrido há uns meses.",expl
"Todos os elementos de um grupo de animais que não tinha sido vacinado com o HIV2 morreram da sida dos macacos, nos meses que se seguiram à sua infecção pelo SIV.",expl
Tratar-se-á de vacinas preventivas que poderão ser eficazes contra qualquer estirpe do HIV2.,expl
A exposição -- formada sobretudo por objectos provenientes de colecções particulares -- inicia-se cronologicamente no século XVII e vem até aos nossos dias.,expl
"Entre as jóias apresentadas contam-se colares de brilhantes e esmeraldas (séc. XVIII e XIX), peças de ouro popular, trenedeiras, crisólitas, laças, condecorações das ordens de Malta e de Cristo em minas e brilhantes e uma caixa de rapé do Rei Carlos Alberto.",expl
"Assinale-se ainda a presença de um «stand» da Christie's no espaço da mostra, bem como de um avaliador oficial daquela leiloeira inglesa.",expl
"Apesar de manifestar sérias dúvidas e muitas reservas sobre a evolução recente da economia brasileira e de criticar abertamente os constrangimentos da burocracia na criação de novos negócios, Belmiro não se poupa a profecias:",expl
"O próprio professor Cavaco, de modesta fortuna, farto de nos aturar, mandou tudo àquele sítio -- aplicando uma bofetada sem mão aos que vivem da politiquice -- e retomará a carreira profissional ganhando o dobro, chateando-se pela metade.",expl
"Nunca mais se poderá falar, no futuro, da «Poppea de Harnoncourt».",nsubj
Poder-se-á ir mais longe?,nsubj
"Toda a comédia humana numa dança à beira do precipício, a guerra que se avizinha.",expl
"Assim, de acordo com informação da CML, na Rua Edison inverte-se o sentido, passando a circular-se da Av. de Roma para a Av. de Madrid.",nsubj
"Na Óscar Monteiro Torres, o troço compreendido entre a Rua Oliveira Martins e a Av. de Roma volta a ter sentido único, circulando-se da Oliveira Martins para a Av. de Roma.",nsubj
"Segue-se a reunião com o secretário-geral do partido no poder (RCD, Rassemblement Constitutionnel Democratique, Liga Constitucional Democrática), e a entrevista com o ministro de Estado e do Interior, Abdallah Kallel, tido como braço direito do Presidente e o número dois do Governo.",expl
"Um dos resultados práticos desta fusão é que Michael Eisner, presidente da Walt Disney, se tornou da noite para o dia o homem mais poderoso do sector.",expl
"A circular justifica a iniciativa por terem «surgido alguns problemas no tratamento de Testemunhas de Jeová, quando é imperativo ou há a eventualidade de se administrar sangue, como medida indispensável à manutenção da vida».",nsubj
"Em declarações ao PÚBLICO, Francisco Costa, membro da comissão de ligação do Hospital, um órgão de contacto entre os hospitais e as Testemunhas de Jeová, disse conhecer o documento, que, no essencial, reitera uma prática utilizada anteriormente pela direcção do hospital, à excepção do que se passava com o tratamento de crianças.",expl
"As metas quanto à inflação é conseguir que esta, até ao final de 1992, se situe nos 12 por cento ao mês.",expl
"A confirmarem-se os confrontos, serão o primeiro incidente fronteiriço grave desde a morte de oito diplomatas e um jornalista iranianos no Afeganistão, no princípio de Agosto, o acontecimento que agudizou a crise entre os dois países.",expl
"Desde então, Teerão, que viu derrotados os seus últimos aliados na guerra civil afegã, e Cabul, com a confiança renovada e o apoio do Paquistão, envolveram-se numa escalada de ameaças verbais, concentrando ao mesmo tempo frente a frente poderosos efectivos militares -- os maiores desde o fim da guerra entre o Irão e o Iraque, em 1988.",expl
"Uma situação complicada porque Hélder se tem mostrado, neste início do campeonato, como um dos melhores jogadores do Benfica.",expl
"Se, como se prevê, a Irlanda do Norte jogar com dois pontas-de-lança, Hélder terá funções de marcação e aí deve jogar mais em antecipação para evitar descuidos por alguma lentidão.",nsubj
"(Atitude basicamente budista em relação a todas as coisas da vida, porque as desagradáveis causam repulsa, e as agradáveis tristeza quando já se as não tem).",nsubj
"Claro que se evoca aqui um amor justo e totalmente abrangente, com base em regras éticas universais.",nsubj
"Não há que sentir revolta, desânimo nem tristeza, devendo procurar-se ver sempre «o outro lado da moeda».",nsubj
"Até lá, no entanto, o imenso país precisa da ajuda do Ocidente e, se bem que esteja convencido da «irreversibilidade das reformas em curso», o Presidente russo não deixaria de argumentar que, se elas falharem, «aí haveria que pagar dez vezes mais do que os investimentos que agora são necessários para sustentar a reforma».",mark
"Em verdade vos digo que Indiana Jones e os seus émulos ainda estão na fase do desmame se os compararmos com alguns heróis do passado, do «serial» ou do filme de aventuras.",mark
"Neste último caso, o destaque vai para um filme de guerra, «Jornada Trágica», que terá menos a ver com o conflito a que se referia do que com o «western» ou a floresta de Sherwood.",expl
"O filme chamou-se «Objectivo Burma» e, embora mais «sério», resultava no mesmo.",expl
"Realce ainda para o mau dia de Marco Pantani, que apenas veio a Espanha para se preparar para o Mundial da Colômbia.",expl
"Um momento histórico é como pode classificar-se a presença do Castelo da Maia na «final-four» da Liga das Taças em voleibol, que entre hoje e amanhã decorre na cidade de Cuneo, no Norte de Itália.",expl
A criação de um Conselho Nacional do Ambiente seria um passo decisivo para criar um fórum onde se cruzassem todas as forças que atravessam horizontalmente as questões de ambiente e desenvolvimento.,expl
"Para o presidente da FCCN, o número destas máquinas «é mais ou menos constante», porque, conforme se vão desenvolvendo novos equipamentos, outros deixam de se enquadrar na definição de supercomputador.",expl
"Era uma dupla terrível, que se completava pela potência do holandês e o jogo mais técnico do jovem português.",expl
"Teixeira da Mota, porta-voz do BFE, limitou-se a dizer, sobre este assunto, que, «após seis meses de efectiva gestão da actual administração», concluídos em Agosto de 1992, «o banco considerou o processo encerrado» e que «o comprador confirmou» ao BFE, nesse mesmo mês, «a plena viabilidade e eficácia do contrato celebrado» entre as partes.",expl
"Não se prevê, aliás, que até ao final do mês se registem alterações com significado.",expl
"O índice BVL Geral encerrou em baixa, cotando-se nos 973,03 pontos, menos 0,23 por cento, enquanto o BPA Contínuo cedeu 0,18 por cento ao fixar-se nos 154,72 pontos.",expl
"Em termos de totais, na Bolsa de Lisboa intermediaram-se 10,592 milhões de contos, mais 258,62 por cento.",expl
"Desde há poucos anos, em ambos os países optou-se por a possibilidade de cada pessoa indicar, na declaração de rendimentos, qual o fim que pretende dar aquela percentagem -- 0,8 em Espanha, 0,523 em Itália.",nsubj
Destaque: Grande parte da imaginação da infância passa-se na descoberta e na contestação da mentira das regras que o mundo lhe impõe.,expl
"A medida preconizada prende-se com o objectivo de se criaram mais empregos e visa, sobretudo os países da Comunidade Europeia que, entre 1972 e 1992, viram aumentar o número de postos de trabalho em cinco por cento, contra uma taxa de 37 por cento nos Estados Unidos, Canadá e Japão.",expl
"No relatório citam-se os elevados encargos sociais das empresas, a «generosidade» dos subsídios de desemprego, o «muito elevado» salário mínimo e as regras de protecção de emprego, consideradas «muito rígidas», como factores desmotivadores da criação de postos de trabalho.",expl
"Entretanto, a Junta de Freguesia de Riba de Ave foi recebida anteontem por Agostinho Fernandes, a quem se manifestou preocupada com a situação e propôs o encerramento da ETRSU até que seja reparada a avaria.",expl
"«O senhor presidente disse-nos que o que se está a passar é inadmissível e que a população tem razão para estar preocupada, mas adiantou-nos que está convencido de que se trata de um problema técnico», declarou-nos Miguel Lopes, cujo pedido para suspender a laboração da estação até à reparação definitiva da avaria não recebeu uma resposta concreta.",expl
"Não é de admirar que Hollywood se interesse por este mercado, mesmo após o relativo insucesso de «Super Mario Bros.»",expl
"Segundo o presidente da empresa, Kenzo Tsujimoto, «o que se ganha na produção do filme é o conhecimento e a experiência de que a Capcom necessita para fazer videojogos no futuro».",nsubj
O desafio posto à organização da exposição é então levar os munícipes de uma cidade a apaixonarem-se perdidamente por um edifício ao ponto de saírem para a rua em sua defesa.,expl
"A grande dúvida que circula entre a comunidade timorense é a razão que teria levado esta mulher doente -- Wendi tem esclerose múltipla -- a escolher o jornal «Kompas» para prestar tais declarações, pois «se, em tudo isto, existe um fundo de verdade, um periódico indonésio seria a última escolha para alguém que quer ter o mínimo de credibilidade», comentam.",mark
"Num depoimento telefónico prestado ao CMR -- o primeiro órgão da informação estrangeira a divulgar o conteúdo da entrevista publicada pelo jornal indonésio --, Horta disse tratar-se de uma campanha «que se arrasta há vários meses» e foi lançada pelo jornalista Petrus Suriadi, que esteve recentemente em Portugal.",expl
"Se já se dão conta disso, é algo que não deixam transparecer ...",expl
"Nos «sites» das empresas explicava-se como se podia apostar sobre os resultados de jogos profissionais e universitários de futebol, basquetebol, hóquei e basebol.",nsubj
Cada um dos acusados arrisca-se agora a uma pena máxima de cinco anos de prisão e a uma multa que pode ir até aos 250 mil dólares (45 mil contos).,obj
Mary Jo White considerou no entanto que as empresas não estavam protegidas pelo facto de a sua sede se situar fora dos Estados Unidos.,expl
"No que concerne à Dívida Pública corrente, realizaram-se três leilões de Bilhetes do Tesouro.",expl
"Diga-se, de uma vez e claramente, o que se quer ou o que se quer mais.",nsubj
"«Pretendemos definir com o máximo rigor os custos médios de cada estudante, conforme a região onde se encontra, pois actualmente não existem dados concretos sobre o assunto», esclareceu Miguel Rodrigues, que é também presidente da Associação Académica da Universidade de Aveiro.",expl
"Já no próximo dia 25, os dirigentes associativos irão reunir-se com o ministro Couto dos Santos para discutir, mais uma vez, o problema do pagamento das propinas universitárias.",expl
"De facto, os indícios acumulam-se nesse sentido.",expl
"Não só por aquilo que se viu ontem nas fortalezas tradicionalmente inexpugnáveis do PCP, mas também pela receptividade que a campanha de Torres Couto está a encontrar e, sobretudo, pelo que as sondagens começam a indicar.",nsubj
"Em 6 de Outubro, ver-se-é se estamos mesmo perante uma «débacle» comunista em Setúbal.",mark
"De acordo com Manuel Cunha, o actual presidente da Junta de Freguesia, durante as obras, a empresa responsável necessitou de retirar saibro da zona onde o muro se encontrava para efectuar um aterro.",expl
"Sobem-se os degraus para chegar ao sucesso ou descem-se, em caso de fracasso.",expl
"R. -- O PC serviu-se da extrema-esquerda, como ponta-de-lança, mas depois foi vítima da sua impreparação e do seu espontaneísmo.",expl
"É essa expectativa que poderá esboroar-se totalmente se Jerónimo e Matos desistirem à boca das urnas, já que nesse caso o sucessor de Mário Soares será inevitavelmente eleito no dia 14.",mark
"Isto porque, de acordo com a lei, nas presidenciais é eleito o candidato que obtiver mais de metade dos votos expressos -- ou seja, pelo menos 50 por cento mais um --, excluindo-se desta contabilidade os votos em branco e os nulos.",expl
"Nono mês do calendário lunar islâmico, durante o qual mil milhões de pessoas se abstêm de comer, fumar, ouvir música ou de ter relações sexuais, o Ramadão é o mês sagrado muçulmano.",expl
"É o que se teme agora, segundo os panfletos, aparecidos sobretudo em mesquitas não controladas pelo Estado, dentro das quais as orações têm sido acompanhadas por murmúrios pouco comuns.",nsubj
"Traumatizado, refugio-me no Canal 1, onde se estreia Tudo pelos Outros, com Vítor Norte a mostrar que estaria muito melhor num palco.",expl
"Zapo e rezapo e os momentos de sincronismo repetem-se com enlouquecedora constância: as mesmas lágrimas, as mesmas fungadelas, o mesmo bem-fazer, os mesmos familiares abraçados uns aos outros.",expl
"O ex-governador do Tennessee Lamar Alexander será o seguinte a declarar-se, dias depois.",expl
"O anterior relatório do IPCC, elaborado em 1990, considerava que a temperatura do globo estava a aumentar mas não considerava provado que a causa fosse a acção humana.",cop
"Os diplomatas brasileiros queixam-se da falta de recursos, já que são obrigados a cobrir muitas despesas com dinheiro do próprio bolso.",expl
Está a ser pedido aos idosos que se sacrifiquem duas ou três vezes mais do que o resto das pessoas».,expl
"Assim, se na «guerra» do «primetime» a novela da SIC consegue vencer -- tangencialmente -- o mano-a-mano com Fera Ferida, já o principal serviço noticioso diário da estação, Jornal da Noite, não tem idêntica estatura, perdendo por larga margem para o Telejornal do Canal 1.",mark
"(obtendo escassos 8,1% -- o mesmo que Os Trapalhões -- contra 13,6% do Telejornal, que assim consegue um brilhante quinto lugar no Top 20 Nacional das audiências; o mérito do Telejornal é maior se atendermos ao facto de que esse quinto equivale a primeiro entre os programas que podem considerar-se fora do pacote de propostas indigentes que continuam a liderar o top).",expl
"Quem é visto, mais do que seria de esperar, é a saga erótico-comemorativa dos vinte anos da Playboy, que consegue aguentar-se no Top 20 da SIC com 5,1 (quase tanto como a volta ...)",expl
"Ao longo de uma obra original em que tem procurado figurar a génese e os momentos mais marcantes da nossa modernidade filosófica e estética, o filósofo Manfred Frank (ainda desconhecido do leitor português, mas já muito traduzido em França e na Itália) serve-se, entre outros, do mito do judeu errante, nestas duas vertentes, para seguir um percurso que, na literatura, conduz da viragem para a Idade Moderna e das primeiras viagens pelo desconhecido até à contemporânea deriva pelos mares da interioridade e à condição niilista deste nosso século, preço da emancipação crítica em relação às promessas de estabilidade da Razão e de uma modernidade que um dia viria a falar com língua bífide, afirmando no discurso científico o que negava no poético.",expl
"As duas vertentes -- Aasvero e o Holandês -- cruzam-se e fundem-se a partir do século XVI, com um predomínio, no plano da matéria diegética, da deriva marítima sobre a errância terrestre, desde «Os Lusíadas» e as narrativas de viagens inglesas e holandesas, até ao «Ancient Mariner» de Coleridge, à «Légende des Siècles» de Victor Hugo, ao «Bateau Ivre» de Rimbaud e ao «Navio Fantasma» de Wagner, culminando num episódio-chave da anti-Odisseia que é o «Ulysses» de Joyce: o dos lotófagos (com um antecedente importante no século XIX, o longo poema de Alfred Lord Tennyson «The Lotos-Eaters»), onde Leopold Bloom surge como simbiose do Ulisses «polytropos» (muito viajado e de muitas manhas), do Judeu errante e do marinheiro Sindbad, comendo do fruto do esquecimento que o levará à deriva infinita, para alimentar uma insaciável sede de experiência, sem Itaca que possibilite o reencontro de si.",expl
"A partir da Zambujeira, as praias favoritas são acessíveis através dos montes, que se atingem atravessando o ribeiro nas traseiras do café Fresco.",expl
"No início desta semana, no entanto, um diplomata indonésio admitiu a possibilidade da visita começar em finais de Outubro, o que, a confirmar-se, apanhará a Comissão Eventual praticamente no grau zero da preparação da visita.",expl
"A data aproxima-se, há pequenas coisas a fazer, como por exemplo vacinas, e não podemos estar a vacinar as Cortes inteiras ...», acrescentou o deputado, manifestando-se preocupado com o atraso na preparação de uma visita que «funciona como um jogo na corda bamba, pois tanto pode ser favorável a Portugal como à Indonésia».",obj
"Na localidade de Flamengos, onde ainda estão mais de 200 pessoas a dormir em tendas, Sampaio apelou ao «bom senso e solidariedade típica do povo açoreano» para «compreender que não se podem construir todas as casas ao mesmo tempo».",expl
Aqui temos de compreender que não se pode ter tudo ao mesmo tempo».,nsubj
"Com os olhos na Rússia, tecnicamente em violação do texto assinado em 1990, os países-membros do tratado sobre as armas convencionais na Europa voltam a reunir-se a partir de hoje, em Viena, para tentar limpar definitivamente o continente de armas convencionais.",expl
"Outra ideia exposta por Soltwedel foi a de que o mercado de trabalho, apesar de envolver pessoas, «deve funcionar como qualquer outro mercado», acrescentando que «os europeus têm de se livrar da ideia que os salários não têm nada a ver com o trabalho realizado».",obj
"«Se não se mudar este curso, os asiáticos vão esfregar as mãos».",nsubj
"Na sua óptica, isto deve-se a todo o tempo em que a indústria europeia esteve protegida.",expl
"«Depois de tanto tempo debaixo do guarda-chuva, é evidente que a Europa se vai molhar».",expl
"Este, vencedor da ordem de Mérito de 89 e 17º do «ranking» mundial, posiciona-se agora como o principal favorito à vitória no Open português.",expl
"Seguir-se-ia uma recuperação de grande categoria, na qual alcançou cinco «birdies», o que lhe permitiu manter as aspirações a um lugar entre os 65 finalistas dos dois derradeiros dias da competição.",expl
"Tenho dito aos meus que devem preocupar-se com esse dia, não por mim, mas por eles.",expl
"mas se a lembrança for de saudade, então acho que pode ser uma boa coisa.",mark
"A sua equipa, encabeçada pelos coordenadores técnicos Bernardo Manuel e Abreu Matos, também se mantém, e a tónica é antes a do seu reforço, com a entrada de Fernando Mamede para o quadro técnico, com funções ainda para definir, e de um incondicional do atletismo do clube, António Frade, como seccionista.",expl
"Vítor Mendes realça também o significado dos títulos na perspectiva que defende de o atletismo do clube não se especializar só no meio-fundo, como chegou a ser superiormente equacionado:",expl
"Seria necessária uma nova conferência intergovernamental sobre a União Política Europeia -- mesmo antes da revisão do Tratado, agendada para 1996 -- e, em seu entender, o alargamento da Comunidade aconselharia a que esta se dotasse de uma verdadeira constituição com metas e com princípios.",expl
O Dow Jones passou novamente a barreira dos 2.900 pontos para se situar pouco acima dos 2906 pontos na sessão de quarta-feira.,expl
"Há mais de uma semana que o cessar-fogo entre sérvios e muçulmanos está a ser mais ou menos respeitado e, à semelhança das restantes frentes de combate, a situação nesta região tem-se mantido calma.",expl
"Apesar de em Brcko, 54 quilómetros a noroeste, se terem registado violentos confrontos no fim-de-semana.",expl
"A refeição é subitamente interrompida pela aparição de um jipe NIVA 600 de onde saem dois soldados armados -- andar armado nesta região, seja-se civil ou militar, é medida obrigatória -- com os boletins de voto para o referendo dentro de um grande envelope.",expl
"Na Videoteca de Lisboa, às 22h30, realiza-se o II Encontro da Associação de Vídeo, Arte e Novas Tecnologias Interactivas PT.",expl
"A entidade patronal da Guial, a empresa têxtil de Barcelos cujos trabalhadores se mantêm em greve desde a passada quinta-feira, requereu ao Tribunal Judicial de Barcelos a ilegalidade da medida tomada recentemente pelos trabalhadores e que consistiu no impedimento da saída de quatro carrinhas da companhia carregadas de mercadoria.",expl
"Já antes José Borrell tinha criticado acidamente a comunicação social, a propósito das insistentes perguntas sobre se a ponte abria ao tráfego imediatamente ou não:",mark
"O Grupo Champalimaud, a Petrogal, a TAP-Air Portugal, a Marconi, a Salvador Caetano, a Tertir, a Somec e a Soares da Costa são algumas das que mais investiram e, presume-se, maiores interesses têm a defender.",nsubj
"Esperavam, pois, encontrar uma cidade em estado de sítio, mas depararam-se com uma «estranha normalidade».",expl
Quando se trata de falar é que já é mais difícil.,expl
"E a maior dessas atrocidades passou-se há 60 anos, em Guernica, para sempre imortalizada no famoso quadro de Pablo Picasso.",expl
"Talvez baste uma palavra mais forte, e que cale fundo, para fazer recuar os fora-da-lei» --, trata-se de um progresso que se impõe saudar.",nsubj
"Contudo, uma única pergunta: o novo Presidente ficar-se-á por aqui?",expl
"Como gaullista que é, seria esta a ocasião histórica para se mostrar fiel à «ideia da França» de que se diz herdeiro.",expl
Trata-se de facto de apostas.,expl
"Essa mesma colectânea deu mais recentemente origem a um reedição em dois CD duplos, que se encontram esgotados no nosso mercado.",expl
"O vice-primeiro-ministro e ministro dos Negócios Estrangeiros iemenita, Abdel Kader Bajamal, deverá deslocar-se hoje à Arábia Saudita para tentar desbloquear a querela, disse à AFP um diplomata em Sanaa, capital iemenita.",expl
"Foi ministro de Jacques Chirac (1986-1988) e agora é considerado o seu principal rival, embora ainda não se tenha candidatado oficialmente às presidenciais.",expl
"Balladur nasceu em Esmirna (Turquia), em 1929, e formou-se na Escola Nacional de Administração, de onde saiu a elite da função pública francesa.",expl
"O presidente cessante da Comissão Europeia, Jacques Delors, não se apresentou ainda como o «candidato da esquerda» à sucessão do seu correlegionário Mitterrand.",obj
A equipa do Sporting apresentou-se no Municipal de Chaves com Capucho a ocupar a posição de Cadete.,obj
"A falta de profundidade atacante, a azelhice no remate -- aspecto em que apenas Juskoviak esteve diferente para melhor -- foram razões para o nulo que se verificava na primeira parte.",expl
"Henrique Calisto decidiu-se, por isso, a mexer na equipa trocando Saavedra por Omer.",expl
"Face à passividade de Saavedra, o novo treinador do Chaves procurou injectar sangue novo na dianteira, esperando que a sua equipa se tornasse mais agressiva na frente de ataque.",expl
"Por outro lado, Soares encontra-se com agricultores em A-dos-Cães, no domingo, 31, em Manique do Intendente, na terça-feira seguinte, e ao fim da tarde do mesmo dia, em Vila Franca.",expl
"A 5, no Barreiro, visita a Sociedade Agrícola Lavradiense, a 9, na Azueira, Mafra, encontra-se de novo com agricultores, na Central Fruteira e a 10 visita a Adega Regional de Colares.",expl
"Como o PÚBLICO noticiou, a Unicre remeteu para a DGCP a fundamentação da nova taxa, onde se refere que os custos do serviço, por operação, é de 15850.",nsubj
"Num sector como o dos combustíveis, em que as margens de comercialização são esmagadas e sujeitas a preços fixados administrativamente, uma taxa fixa poderá, na opinião de Pais Antunes, contribuir para que as companhias se encostem sistematicamente aos preços máximos.",expl
"Analisando estes dados, a AIP constata que, «se é um facto que em todos os subconjuntos (empresas industriais, de construção, comércio e serviços, exportadoras e não exportadoras) se verifica uma maioria de empresas em que os encargos financeiros são inferiores a cinco por cento do volume de vendas, é bastante significativo o facto de um quarto das empresas apresentar uma relação encargos financeiros-vendas entre os cinco e os dez por cento (29 por cento no caso das industriais) e 18 por cento apresentarem valores superiores a dez por cento».",nsubj
"E, mesmo ao cair da folha, 1994 tornou-se um ano de alegria.",expl
"A decisão foi tomada ontem, depois de um encontro com uma representação dos moradores que se queixam do tráfico de droga na zona, atribuindo-o à comunidade cigana ali instalada há mais de 20 anos.",expl
Recorde-se que as mesmas pessoas ameaçaram já não votar nas próximas eleições se o problema não for resolvido.,mark
"Agora, com 17 anos que parecem muitos mais, apresenta-se como o líder do «gang» da Arrentela (Seixal) -- «apenas um grupo de amigos que andam sempre juntos e se defendem uns aos outros» -- e define assim o seu dia-a-dia:",expl
não precisa de se preocupar.,expl
"Quanto a queijos, nem sequer se pode dizer bem ou mal:",nsubj
"Depois de três dias a visitar a feira as opiniões dividiam-se um pouco, sobretudo entre professores e alunos.",expl
"A maior área queimada verificou-se no distrito de Santarém, com oito mil hectares, enquanto em Bragança arderam apenas 64 hectares.",expl
"Entretanto, o violento incêndio que deflagrou terça-feira no concelho do Fundão, entre as povoações de Barco e Lavacolhos, voltou a reacender-se na madrugada de ontem, após ter sido considerado extinto na quarta-feira, segundo informação dos bombeiros locais.",expl
"Netanyahu garantiu ao Presidente sírio, Hafez Assad, que encontrará nos israelitas «parceiros razoáveis e cooperantes» se «escolher o caminho da paz.",mark
"«Nós dizemos que queremos retirar-nos do Líbano, mas na imprensa síria respondem-me: não se retirem», queixou-se Netanyahu.",expl
"Os oitos actores do Grupo Teatro Terapêutico do Hospital Júlio de Matos entregam-se com tal verdade e liberdade, falam tão desassombradamente de temas-tabus, que os espectadores se sentem em desvantagem.",expl
Chegou a pensar-se numa consulta genuína,nsubj
"Atendi e creio que falou uma senhora em inglês -- eu não sei inglês --mas quando ouvi ' Academia Sueca ' não ouvi mais nada, fez-se um vazio na cabeça, não sei se agradeci, se fui cortês, se dei um grito.",mark
Os dirigentes da Fenprof avisam no entanto desde já que se Couto dos Santos insistir nalgumas das directrizes dos seus antecessores arranjará lenha para se queimar.,obj
"Sendo a fotografia um lugar de registo dos corpos, parece que, este ano, do conjunto de exposições se desprende mais uma atitude de registo, a participação do fotógrafo na construção e selecção da imagem do que a afirmação das próprias imagens, do seu corpo.",expl
"No essencial, tratava-se da adjudicação de serviços de promoção de imagem e de obras sem concurso público nem visto do tribunal de contas (ver PÚBLICO de 21 de Abril).",expl
"Procurei na última semana contactar o presidente da concelhia socialista, mas, encontrava-se no estrangeiro, espero vir a concretizar esse contacto ainda esta semana» -- conclui Carlos Arrojado.",expl
"Tem razões para isso, já que as aulas exigiam-lhe diariamente um sacrifício de mais de 22 quilómetros, feitos a pé, qualquer que fosse a época do ano.",acl:relcl
"O Governo Regional dos Açores comprometeu-se a pagar os juros de um empréstimo a contrair pela Câmara de Santa Cruz da Graciosa e empresários locais, visando a compra de um barco de passageiros orçado em 54 mil contos.",expl
"A embarcação, de 30 lugares e 14 metros de comprimento, destina-se ao tráfego entre as ilhas do grupo central do arquipélago, viajando prioritariamente entre a Graciosa e a Terceira.",expl
"Adivinha-se que a prazo, enquanto as dívidas do clube concentrarem a atenção dos dirigentes e as contas não possibilitarem o pagamento da rescisão do contrato.",nsubj
"Não é de literatura do que aqui se trata, embora a história, densa e trágica, nos envolva desde a primeira página.",nsubj
"O conselho foi ontem dado pelos técnicos da OCDE, no seu mais recente relatório sobre o estado da economia norte-americana, em que se avisa as autoridades do país a reduzirem os gastos com a Segurança Social com o objectivo de assegurar, a longo prazo, a saúde financeira federal.",nsubj
"Enquanto isso, os universitários do Norte têm estado a reunir-se e a estudar cada um dos princípios apresentados pelo titular da pasta da Educação.",expl
"Assim, entre os 28 expositores contam-se as autarquias, as empresas construtoras, os bancos, as imobiliárias, as seguradoras e as associações como a dos inquilinos e a dos proprietários, entre outras.",expl
O documento é pouco favorável aos republicanos que só na Páscoa se pronunciaram oficialmente sobre ele.,expl
"«Para que possa não responder às violações marroquinas, a parte sarauí exige que a comunidade internacional lance um alerta a Marrocos para que cesse as provocações e para que se comnporte de forma responsável, respeitando os seus compromissos», declarou a Polisário, organização que luta pela independência do território do Sara Ocidental, num comunicado divulgado em Argel.",expl
"Quando a advogada lhe perguntou porque é que o carro dos portugueses não teria sido interceptado, Cardiell afirmou que pensava «estarem combinados com a polícia, tendo em conta a forma como as coisas se passaram».",expl
"Vê-se que este trabalho foi preparado pela polícia, que terá facilitado a entrega da droga para nos deter», rematou o arguido, sugerindo que pode perfeitamente identificar os portugueses envolvidos se as autoridades mostrarem interesse nisso.",mark
"Inicialmente religião dos pobres, a nova mensagem depressa se estende a todas as camadas sociais e será vigorosamente divulgada pelos pequenos grupos iniciais, que depois dão origem a novas comunidades.",expl
"Trezentos anos após a morte de Jesus, o cristianismo iria tornar-se a religião oficial do Império.",expl
"A agência referiu que um indivíduo não identificado e que se exprimia mal em turco telefonou de um país estrangeiro para afirmar que o grupo tinha em seu poder o tenente-coronel Mike Couillard, 37 anos, e o seu filho Matthew, dez anos.",expl
"A história remonta a 1983, altura em que o Governo do Bloco Central, através do Ministério do Equipamento Social, titulado pelo socialista Rosado Correia, assinou com a Câmara de Fafe um protocolo no qual se comprometia a custear um centro coordenador de transportes até ao montante de cem mil contos e a financiar em 90 por cento a construção de uma via circular à cidade, como contrapartidas à desactivação da linha férrea entre Guimarães e Fafe.",expl
Em Paços de Brandão inicia-se também o XIX Festival de Música de Verão.,expl
"E logo aos 4', as cerca de 500 pessoas que se deslocaram ao Pavilhão das Antas assistiram ao primeiro golo apontado por Pedro Alves.",expl
O respeito que se impõe.,expl
"Apesar da derrota, a equipa de New Jersey pode orgulhar-se de ter obtido, nesta época, a melhor série vitoriosa num início de campeonato (quatro triunfos consecutivos) desde 1976, altura em que se estreou na NBA.",expl
A privatização do BFE processar-se-á por concurso público de 65 por cento do capital do banco.,expl
"O preço mínimo por acção é de 1980 escudos, valor que se encontra próximo da oferta pública de aquisição final feita pelo Banco Português de Investimento, em Fevereiro, o que atribui ao BF um valor global de 158,5 milhões de contos.",expl
"O Milan -- finalista, com o Barcelona, da Liga dos Campeões Europeus -- é o clube que mais jogadores fornece à selecção transalpina, com sete futebolistas, seguindo-se o Parma, com cinco, a Juventus e o Lázio de Roma, ambos com três.",expl
"Espantada com o facto, resolvi aproveitar e fazer algumas chamadas que se encontravam pendentes há dois dias.",expl
"Finalmente alguém me entendeu, pois de imediato me disse que deveria tratar-se de ... uma avaria na central!",expl
Diz-se que um documento do Vaticano ou provoca uma grande polémica -- e torna-se um sucesso editorial -- ou vai dormir tranquilamente para as bibliotecas eclesiásticas.,expl
"O dólar subiu para valores acima dos 1,41 marcos, aproximando-se cautelosamente dos 85 ienes e mostrando grande firmeza.",expl
"O índice FTSE-100 da Bolsa de Londres subiu 0,92 por cento, enquanto o CAC-40, de Paris, valorizou-se 1,43 por cento.",expl
"Wall Street, a meio da sessão encontrava-se em alta, com o índice Dow Jones a cotar-se nos 4493,85 pontos, mais 2,77 pontos da véspera e muito próximo da barreira psicológica dos 4.500 pontos.",expl
