	tokenized_text	second_pool
10506	Sabeis , en que se parecen un borracho y un ?	expl:pv
10507	Por ello , suelen encontrar se libres en la naturaleza .	expl:pv
10508	Apodo con el que también se denomina a Daddy Yankee .	expl:pv
10509	Revista Iberoamericana de Educación Número 19 Formación Docente Enero - Abril 1999 Profesores que se inician en la docencia : algunas reflexiones al respecto desde América Latina José Cornejo Abarca ( # ) ( # ) José Cornejo Abarca es académico e investigador de la Facultad de Educación de la Universidad Católica de Chile .	expl:pv
10510	A continuación se exponen algunas consideraciones y reflexiones sobre dicho tema .	expl:pv
10511	A la hora de intentar comparar o generalizar los eventuales hallazgos y reflexiones , será de rigor extremar la cautela , sobre todo si se reconoce la gran heterogeneidad existente en « América Latina al respecto .	expl:pv
10512	De modo concreto nos parece que ello es de rigor , por ejemplo cuando se trata de ligar la problemática de el profesor debutante a la calidad de su formación inicial .	expl:pv
10513	se trataría , más probablemente , de un adulto ?	expl:pv
10514	Nos parece que esta distinción sería aplicable , sobre todo , a el caso de los profesores que se inician para realizar docencia en Educación secundaria o media , en la que existen claras diferencias entre algunos países latinoamericanos , que poseen muchas veces formación inicial docente de « pregrado , con países europeos o estados de USA que tienen formación , si no exclusiva , sí mayoritariamente de « postgrado .	expl:pv
10515	De el mismo modo , habría que considerar la diferenciación que atañe a los profesores de Educación primaria o básica , cuando su formación inicial de « pregrado se ha realizado en Escuelas Normales o en otros institutos de Educación superior , especialmente en la universidad .	expl:pv
10516	Esta constatación de una « inexistencia de el tema contrasta con la abundancia que se observa en los trabajos publicados en el contexto investigador de educación de Estados Unidos y Europa .	expl:pv
10517	Por su parte , Imbernón ( 1994 ) , incluyendo también la situación española , agrega que , a la fecha , existía amplia bibliografía sobre la problemática de el profesorado novel y de su proceso de socialización profesional , constituyéndo se la investigación al respecto como uno de los temas más trabajados en el campo de la formación de el profesorado .	expl:pv
10518	Ahora bien , esta « cuasi-inexistencia actual de la problemática de los profesores debutantes en cuanto « objeto de investigación en nuestro contexto latinoamericano , no significa que no se hayan alzado ya voces que postulen la necesidad de avanzar en tal sentido .	expl:pv
10519	En dicha perspectiva agrega algo que nos conecta más directamente con nuestro tema de análisis , y que ha sido aportado por los estudios relativos a las diferencias de diversa índole observadas entre profesores novatos y expertos , tanto desde el punto de vista de las destrezas como de las necesidades profesionales : ello daría fundamento a una estrategia formativa a emplear durante al menos los dos primeros años de trabajo docente , consistente en un apoyo sistemático o « mentoría ( « mentoring ) , el cual se podría ir disminuyendo a medida que avanzara en el servicio docente , para privilegiar allí el valor formativo de los intercambios y la reflexión conjunta entre pares o colegas docentes .	expl:pv
10520	Cabe agregar que Ávalos va bastante lejos en cuanto a la necesaria continuidad entre el período de formación inicial y el de los primeros años de docencia , hasta el punto de introducir , en otra de sus recomendaciones , la noción de un período de probación , según el cual , tras una supervisión suficiente durante los dos primeros años de ejercicio , se otorgaría una certificación para la docencia .	expl:pv
10521	En otros casos , se ha separado nítidamente la responsabilidad de ambas funciones , entregándo las a órganos distintos : a la mentoría , la de apoyo formativo ; en cambio , la de evaluación para la certificación , a alguna autoridad escolar superior ( provincial o distrital ) en una primera época , o a alguna autoridad local , incluso con participación de las organizaciones docentes como tendencia actual .	expl:pv
10522	Para nuestro caso , habría que considerar por fuerza los efectos , reales o percibidos , que se ligan habitualmente a las distintas significaciones atribuidas por los administradores y actores educativos a las medidas que impliquen algún tipo de « evaluación , sobre todo cuando de ésta dependen resultados con incidencia laboral ( promoción , retribución , incentivos ) .	obj
10523	Concretamente pensamos que , en buena medida , la introducción de la problemática de el profesor debutante , a el igual que otras emparentadas temáticamente a él , responde a este proceso complejo y dinámico de interacciones e influencias recíprocas con otras formas de pensar y de actuar y , para nuestra experiencia latinoamericana , con la de Estados Unidos y Europa ( hasta ahora , al menos , con la que se llamó « occidental ) .	expl:pv
10524	Ligadas a este discurso se han ido configurando y cobrando relevancia otras dos nociones , ellas mismas bastante complejas y aun polisémicas : la de formación de el profesorado y la de profesionalización de el rol ejercido por los docentes .	expl:pv
10525	Retenemos aquí un elemento a el que aludimos acerca de las propuestas de política realizadas recientemente por Ávalos ( 1996 ) , en el sentido de que los dos grandes momentos que se suelen distinguir en cuanto a formación de docentes , esto es , « inicial y en servicio , forman parte de un mismo proceso continuo de aprender a enseñar , en el que contribuyen , de modo dialéctico e interactivo , componentes de tipo teórico y de experiencia y acción individual y colaborativa .	expl:pv
10526	El carácter dinámico y progresivo de la formación docente se asocia a otro concepto acuñado , esto es , a el de desarrollo profesional .	expl:pv
10527	Lo que se espera de todo proceso formativo innovador es que contribuya a forjar , en los que participan en él , un conjunto de capacidades , destrezas y actitudes , con sus correspondientes fundamentos axiológicos , que les permitan alternar , recrear y reconvertir continua y lúcidamente sus habilidades y competencias , según lo exijan los requerimientos de los contextos culturales , sociales y escolares en que les toque ejercer su quehacer , en que tienen lugar sus prácticas .	expl:pv
10528	De ahí su potencial aporte como proceso dinámico de profesionalización constante , en el que los dilemas , las dudas , la divergencia y la confrontación se convierten en aspectos integrantes de la cultura profesional y , por tanto , de el propio desarrollo profesional ( Imbernón , 1994 y Vonk , 1995 ) .	expl:pass
10529	Etapa de inducción profesional y socialización en la práctica ( o de desarrollo profesional de los profesores « noveles ) : se refiere a los primeros años de el ejercicio docente , en que la condición de « novel o « debutante de el nuevo profesor le conferiría a este período formativo ciertas características especiales que analizaremos más adelante .	expl:pv
10530	Etapa de perfeccionamiento ( o de desarrollo profesional de el profesorado experimentado ) : en ella predominarían actividades propias de la formación permanente ( reflexión , comprensión e intervención a partir de la propia práctica ; intercambio de experiencias y actualización constante ; trabajo colaborativo en y para el centro educativo , en orden a transformar la cultura docente ) ; se pueden diferenciar , a su vez , ciertas fases particulares dentro de ella .	expl:pv
10531	Por su parte , Imbernón ( 1994 ) ha ligado lo que experimenta el profesor debutante a dos « precariedades , que se complementan para teñir sus primeras experiencias de un carácter algo negativo o insatisfactorio : la de la formación inicial , que no forma para las realidades que el futuro profesor va a encontrar en su ejercicio docente 12 , y la de la vida profesional misma en el centro educativo , que es rutinaria y poco solidaria .	expl:pv
10532	Retomando lo señalado por Giroux ( 1987 ) , Imbernón destaca el amplio impacto que puede tener el poder de el entorno a través de el lenguaje , la organización material y la interacción social que en él se constituyen sobre los comportamientos de el profesor debutante , hasta el punto de transformar el habitual conocimiento proposicional de su formación inicial ( más teórico , intuitivo , experiencial y eminentemente « técnico ) en uno estratégico espontáneo , convertido en un saber situado , automatizado , rutinario y sin reflexión previa sobre sus aplicaciones alternativas .	expl:pv
10533	Como resultado , este autor ha identificado un listado de 24 tipos de problemas , que se sitúa en distintos ámbitos y momentos de el quehacer docente 14 .	expl:pv
10534	Siguiendo a diversos autores , Imbernón señala los siguientes : Si esa socialización se produce de forma aislada , implica percibir los problemas educativos de determinada manera , muy particular , y puede producir cambios en la conducta , las actitudes y la personalidad de el profesor debutante .	expl:pv
10535	experimentada durante los tres primeros años de servicio docente que el foco se cambiara a la provisión de apoyo que favoreciera el desarrollo profesional de los profesores debutantes .	expl:pv
10536	Existen diversas explicaciones para resultados tan poco alentadores : muchos mentores tienen poca o nula experiencia en las actividades centrales de el trabajo de mentoría ( observación y discusión sobre las prácticas docentes mutuas con los colegas ) , en la medida en que ellos mismos se han socializado en una cultura escolar que fomenta y aun protege el aislamiento , la no intromisión ni el intercambio a propósito de el trabajo de cada cual , etc .	expl:pv
10537	Modelo formalizado de mentor-protegido 17 ( formalized mentor-protegee ) : supone la existencia de un mentor entrenado , capaz de ayudar a profesores debutantes a estructurar y guiar sus procesos de aprendizaje profesional y a convertir se progresivamente en profesionales autónomos y autodirigidos ; el foco de la acción de apoyo está en el desarrollo profesional de el debutante , integrado por tres dimensiones básicas : « personal , saberes y destrezas , y « ecológico-contextuales .	expl:pv
10538	Reconociendo que es el modelo que inspira su propia orientación , Vonk expresa que su concepción de la mentoría implica reconocer la como una relación dinámica y recíproca , en un ambiente de trabajo que se establece entre un profesor avanzado en la carrera docente ?	expl:pv
10539	y uno que se inicia en ella ?	expl:pv
10540	Los mentores como guías locales : se caracteriza porque , en cierta forma , los mentores tratan de facilitar la inserción de los profesores debutantes , explicándo les las políticas y prácticas escolares existentes ( en el sistema o en el centro escolar ) , compartiendo con ellos métodos y materiales didácticos , ayudándo les a resolver sus problemas inmediatos .	expl:pv
10541	Aquí el mayor interés estaría en ayudar a el profesor debutante a ajustar se confortablemente en su contexto específico y a aprender a enseñar sin mucho trastorno .	expl:pv
10542	Los mentores como camaradas educacionales : en este enfoque los mentores también auxilian a los profesores debutantes en sus problemas inmediatos , pero se forjan respecto a ellos fines profesionales a más largo plazo , tales como ayudar les a descubrir el pensamiento de el alumno y a desarrollar sólidas razones para fundamentar su actuar .	expl:pv
10543	a el igual que en muchas otras que se han intentado en nuestra Región ?	expl:pv
10544	es posible encontrar muchos de los elementos conceptuales y operativos que incluíamos en la primera parte , en lo que denominábamos el marco global en que se ha situado , a escala internacional , la problemática de los profesores debutantes .	expl:pv
10545	Sin pretender invocar la como causa o motivación principal o necesaria de las experiencias aludidas en nuestro continente , es interesante señalar la coincidencia que se da con lo que Feiman-Nemser ( 1996 ) ha indicado respecto a la extensión que habría tenido el sistema de « mentoría en la experiencia norteamericana .	expl:pv
10546	La residencia de docentes : una alternativa de profesionalización Con estos términos inicia Alicia Devalle de Rendo el título de la obra en que da cuenta de una experiencia realizada en Argentina , cuyos inicios se remontan a 1989 : el Proyecto D.A.R.	expl:pv
10547	Habiendo sido aprobado , se ha estado poniendo en práctica .	expl:pv
10548	se ha realizado , entonces , en el marco de la formación de grado de el maestro , centrado en el momento de su práctica de residencia en una escuela .	expl:pv
10549	A continuación damos algunos antecedentes más específicos sobre el marco conceptual e institucional en que se ha definido habitualmente la residencia , describiendo después los elementos centrales de el Proyecto D.A.R.	expl:pv
10550	sobre bases bastante más sólidas , tanto desde un punto de vista teórico como empírico : la realización de una indagación o estudio sistemático acerca de las particularidades de los alumnos residentes , de los maestros de la institución educativa y de las relaciones que se establecen entre ellos durante el proceso de residencia .	expl:pv
10551	La relación residente-maestro de la institución escolar de residencia : la diversidad de interacciones y vínculos que se establecen entre ellos ( desde la resistencia y rechazo a la identificación , imitación y cooperación ) .	expl:pv
10552	Por tanto , su propósito central ha apuntado a rescatar un espacio real donde ésta última se lleva a cabo , esto es , en la escuela y en el aula : Recuperar los espacios y las prácticas como lugares de reconstrucción y reelaboración de el conocimiento , de recreación de propuestas y de innovación , y no como meros campos de aplicación de los currículos impuestos desde fuera de la institución ( op .	expl:pv
10553	observar a los docentes acompañados por residentes , en el ámbito de la clase , movilizados ambos por la acción de enseñar y aprender estimula la utilización y puesta a prueba de estrategias pedagógico-didácticas que crean una unidad productora de cambio ; [ .	expl:pv
10554	también se produce una reconceptualización de la evaluación y sus funciones en el proceso .	expl:pv
10555	En otros términos , en la lógica de el enfoque metodológico de el Proyecto la evaluación no sirve sólo para comprobar rendimiento , sino que constituye una de las fases de un ciclo completo de la actividad educativa , tanto en lo referente a la enseñanza como a el aprendizaje de los actores involucrados , convirtiéndo se al mismo tiempo en un instrumento de investigación para contrastar la validez de las estrategias didácticas y de las hipótesis que las orientan .	expl:pv
10556	Como síntesis de lo señalado hasta aquí , podemos reafirmar que la idea directriz o hipótesis de trabajo que ha orientado la elaboración y desarrollo de el Proyecto se puede expresar como sigue : La entrada de residentes y de su profesor en una escuela produce una movilización dentro de la misma .	expl:pv
10557	Las acciones de acompañamiento transforman la situación de residencia en un proyecto de el cual se va apropiando la institución como consecuencia de la creciente profesionalización de sus maestros [ .	expl:pv
10558	Prever y proveer la información necesaria para que el proyecto de residencia pueda integrar se a la unidad escolar .	expl:pv
10559	Por una parte , respecto a los maestros en ejercicio , en el Proyecto ha existido una preocupación constante porque éstos tengan una participación protagónica , como integrantes de un equipo en el que no sólo son observadores pasivos que facilitan su clase para la actuación de el residente , sino cointerventores comprometidos en un proceso de enseñanza , pero también de aprendizaje .	expl:pv
10560	Las actividades desarrolladas en esta etapa , fundamentalmente en las escuelas y también por el profesorado , se han orientado en torno a tres ejes : « situacional ( aspectos institucionales de organización temporal y espacial para trabajar en pro de determinados objetivos con los distintos actores ) , « relacional ( aspectos actitudinales que afectan el desarrollo de el proyecto ) y « didáctico ( aspectos metodológicos ligados a el tratamiento de algunos contenidos escolares ) .	expl:pv
10561	Por lo que respecta a la evaluación final de el período de residencia , se organizan diversos encuentros .	expl:pv
10562	Algunos apuntan a la evaluación y acreditación de los residentes ; se realizan en la escuela y con el profesorado y en ellos participan los residentes , el profesor , los maestros y la dirección escolar .	expl:pv
10563	postula que la acreditación de el título de maestro es una construcción conjunta entre docentes de las escuelas donde se realizan las prácticas y los profesores , más allá de que los responsables ante el profesorado sean estos últimos .	expl:pv
10564	Con los aportes evaluativos de todos los nombrados , en la acreditación se consideran , como criterios , tanto las posibilidades como las dificultades de los residentes en lo que conviene a la planificación , la acción y la reflexión .	expl:pv
10565	La autora informa de dos propuestas de trabajo conjunto y continuado que se crearon a partir de la aplicación de el Proyecto en dos establecimientos escolares ( para su descripción más detallada , ver op .	expl:pv
10566	A el explicitar su marco conceptual , se afirma que constituye una aproximación a dichas preguntas desde una línea de investigación que asume que gran parte de la formación docente ocurre en la práctica escolar cotidiana .	expl:pv
10567	Es en este punto donde se puede reconocer una interpretación algo distinta acerca de el proceso de socialización que experimentan los profesores debutantes y de la forma en que impacta en ellos la cultura profesional de la escuela .	expl:pv
10568	En cambio , siguiendo lo sustentado por Lacey ( 1977 ) , la tesis comparte que los maestros adoptan una perspectiva docente en las escuelas donde trabajan inmersos en la cultura que se ha formado en ellas .	expl:pv
10569	Llegan a ser tales comprometiéndo se de manera creativa con tareas y situaciones propias de los docentes , que implican encarar ciertos constreñimientos a los que otros ( profesionales ) no están sujetos .	expl:pass
10570	Como se verá más nítidamente un poco más adelante a propósito de algunas de las conclusiones centrales de el estudio , hay una resignificación de la cultura escolar y una revalorización diferencial de el trabajo colectivo en sus diversas formas y componentes .	expl:pv
10571	En la constitución de estos contextos son importantes las condiciones materiales en las que se realiza el trabajo : ellas limitan pero también posibilitan el trabajo docente .	expl:pv
10572	En un sentido similar apuntan las conclusiones centrales de el estudio : El trabajo colectivo de los maestros es parte de la trama en que se realiza la labor docente .	expl:pv
10573	Así , el trabajo colectivo rompe el aislamiento de el maestro en el aula , abriendo espacios en los que se construyen y circulan saberes docentes .	expl:pv
10574	También se forman redes de maestros alrededor de las familias , de la experiencia de sus hijos y por la vinculación con colegas unidos por lazos de parentesco .	expl:pv
10575	Los maestros se apropian de los saberes de su profesión a través de consultar , mirar y oír , y en trabajos conjuntos .	expl:pv
10576	En esta perspectiva se desvanece la imagen de un maestro que lo único que hace es cumplir un papel prescrito de antemano .	expl:pv
10577	Talavera se inserta en la línea de trabajo que la División de Investigación Educativa mexicana ha venido desarrollando desde hace algunos años , en la cual han colaborado investigadoras reconocidas en el medio latinoamericano tales como Elsie Rockwell , Ruth Mercado , Justa Ezpeleta y otras .	expl:pv
10578	Una reflexión que nos hacemos a partir de el interesante enfoque en que se enmarca el estudio de M.L.	obj
10579	Talavera , se origina en la consideración de que la contextualización fundamental de el trabajo docente por ella analizado está en que los profesores observados trabajan en la enseñanza básica o primaria .	expl:pv
10580	Desde nuestra propia experiencia de trabajo profesional y formativo en educación secundaria o media , nos parece que habría que considerar una doble diferencia que existe entre profesores secundarios y primarios , al menos en cuanto a la modalidad de formación ; generalmente ésta es menos « unitaria y más bien « atomizada entre institución o unidad formadora de las materias o especialidades a enseñar y la formadora de las competencias y saberes pedagógicos , con lo cual a el estudiante en formación le toca experimentar un estilo bastante individualista y más competitivo ( prácticamente no hay « grupos-cursos estables de estudiantes , ni grupos o equipos de profesores formadores ) , teniendo que arreglar se las por sí solo para establecer cierta síntesis integradora .	expl:pv
10581	En cuanto a objetivos específicos , se han formulado los siguientes : Mejorar la permanencia en el sistema escolar de los profesores / as recién titulados / as en Educación en la Universidad Católica .	expl:pv
10582	Esto implica , por una parte , la existencia de un proceso en el aprender a enseñar y a hacer se profesional , que para los recién titulados que ingresan a el mundo laboral ocurre en relación con la transición desde la situación de sujeto en formación hasta la de ser un profesional autodirigido , pero también solidario .	expl:pass
10583	En el plan a desarrollar se tendrán en cuenta tres dimensiones centrales de el desarrollo profesional : ?	expl:pv
10584	la dimensión contextual-institucional , que se refiere a la asunción de las nuevas responsabilidades en el establecimiento escolar de inserción , a el conocimiento activo de la cultura de el entorno escolar , a la identificación de las expectativas institucionales y la definición de su rol profesional , y a el conocimiento de sus derechos y deberes laborales .	expl:pv
10585	El plan a desarrollar se caracteriza por ser : ?	expl:pv
10586	El plan considera las diferencias específicas según se trate de educadores para párvulos , de profesores / as de educación general básica y de profesores / as de educación media de acuerdo con las distintas especialidades , teniendo en cuenta , además , las que correspondan a la preparación específica de docentes para los sectores urbano o rural 30 .	expl:pv
10587	Desarrollo de una línea de investigación vinculada con el programa de inserción profesional En el Proyecto se postula que la preparación , el desarrollo y la implantación de un programa de apoyo a la inserción profesional de los recién titulados requiere , como complemento necesario y realimentador , el desarrollo de investigaciones con distintos propósitos : descriptivo-diagnóstico y cuasiexperimental , así como la difusión de sus resultados mediante las líneas de publicaciones periódicas de la propia Facultad y otras instancias de comunicación y difusión de resultados profesionales y científicos .	obj
10588	Para este estudio se cuenta con la experiencia adquirida por algunos miembros de el equipo en un estudio similar de seguimiento 31 .	obj
10589	Caracterización de modelos de apoyo a la inserción e iniciación laboral y profesional de profesores debutantes en distintos países , lo que se obtendrá mediante análisis de la bibliografía existente y de intercambios con profesores visitantes .	expl:pv
10590	Con esa perspectiva , el proyecto pretende vincular se con éstos últimos para establecer un sistema permanente de comunicación e intercambio , a fin de optimizar las posibilidades de actuación conjunta que realimenten los procesos formadores para su transformación permanente .	expl:pv
10591	( 3 ) Una precisión que vale la pena hacer : en los RAE figuran dos títulos de un mismo trabajo realizado por M. Luisa Talavera ( 1994 ) , en México , en el contexto de su Maestría en Educación ; uno de ellos tiene un título bastante sugerente para nuestro propósito : Cómo se inician los maestros en su profesión .	expl:pv
10592	( 5 ) Entendemos que otro especialista se referirá de forma expresa y más detallada a experiencias internacionales extralatinoamericanas .	expl:pv
10593	( 8 ) Es importante reconocer que pudiera constituir una pretensión algo ilusoria hacer depender , sólo de cambios en los procesos formativos de los docentes , la posibilidad de que éstos lleguen a satisfacer adecuada y eficazmente las distintas tareas y expectativas que les asignen los procesos de reforma educativa ; además , se tiene que considerar , entre otros , la necesaria contribución de factores o elementos tales como los asociados a las condiciones laborales de los profesores ( salariales , contractuales , organizacionales ) , así como los ligados a el reconocimiento y status que la sociedad y sus miembros atribuyan a el trabajo y la misión docentes .	expl:pv
10594	( 9 ) La literatura al respecto se ha hecho crecientemente abundante .	expl:pv
10595	Para una contextualización de este tema en nuestro continente , se puede consultar Rodríguez ( 1995 ; 1997 ) .	expl:pass
10596	( 11 ) Se puede consultar también la exposición algo más detallada que hace Marcelo ( 1992 ) , quien se refiere a las conceptualizaciones específicas acerca de el status y la problemática de los profesores principiantes a partir de distintos enfoques teóricos ( etapas evolutivas de preocupaciones docentes , teoría cognitivo-evolutiva , enfoque de socialización de el profesor ) .	expl:pv
10597	Entre muchos otros , se puede consultar el trabajo de Esteve ( 1997 ) , en el que , a propósito de la formación de el profesorado no-universitario español , examina tendencias y enfoques generales de formación docente y de investigación sobre la formación docente , relacionándo los de manera explícita con los de los profesores debutantes .	expl:pv
10598	( 14 ) Además de el propio informe de Veenman , el listado , que ya es clásico , se puede encontrar en las obras de Imbernón ( 1994 ) y de Marcelo ( 1992 ) .	expl:pv
10599	En la de Esteve ( 1997 ) , se comentan otros trabajos más recientes , entre los que destaca uno de Reynolds ( 1992 ) .	expl:pv
10600	Algo similar se puede encontrar en la revisión que hizo Marcelo ( 1992 ) de diferentes formas de intervención a propósito de algunos de los problemas que afrontan los profesores principiantes o de las distintas dimensiones de los aprendizajes profesionales que deben adquirir .	expl:pv
10601	Sobre este último punto se puede consultar también el artículo de Wildman y otros ( 1992 ) .	expl:pv
10602	Sin la consideración complementaria de todas estas dimensiones , no se favorecería la construcción de un proyecto pedagógico alternativo y transformador compartido .	expl:pv
10603	( 22 ) Para antecedentes más detallados se puede consultar la obra citada , págs .	expl:pv
10604	( 26 ) El Proyecto global se llama Formación inicial de Profesores : una propuesta modernizadora , integral y continua de captación , formación e inserción profesional .	expl:pv
10605	Los otros dos componentes ( « captación y « formación ) apuntan , respectivamente , a diversas líneas de intervención destinadas , por una parte , a incrementar la cantidad y calidad de los postulantes a convertir se en profesores y , por otra , a optimizar y profundizar la aplicación de una reforma de el Plan de formación inicial para todas sus carreras de pregrado en Pedagogía - Parvularia , Básica y Media - comenzada recientemente .	expl:pv
10606	( 28 ) A este respecto se toman como referencias diversos trabajos de investigación desarrollados por José Cornejo y Eugenio Rodríguez , quienes forman parte de el equipo académico de el Proyecto .	expl:pv
10607	( 30 ) El desarrollo de el plan implica su realización en la Facultad de Educación situada en la capital y también en una sede de la Universidad ubicada en la zona sur de el país , que se ocupa preferentemente de la formación de profesores para el área rural .	expl:pv
10608	A los 9 años , su padre murió y su madre lo dejó a cargo de el regente de Mqhekezweni , el cual se haría responsable de Mandela hasta su edad adulta .	expl:pv
10609	Juventud Nelson se formó en un internado y una universidad de élite negra .	expl:pv
10610	El gobierno , ante la presión interna e internacional a la que estaba viéndo se sometido , decidió poner en libertad a Mandela el 11 de febrero de 1990 .	expl:pv
10611	En Siberia , casi como una cápsula , encontramos el Ojo azul de Siberia o La Perla de Asia que son algunos de los nombres por los que se conocen a el Lago Baikal , una masa de agua que ostenta el título de ser la más pura de el planeta , el lago más profundo y , además , concentrar el 20 % de el agua dulce no congelada de el mundo y que , la verdad , vale la pena conocer en profundidad .	expl:pv
10612	Este lago se formó hace unos 25 millones de años , está rodeado por montañas y podemos encontrar alrededor de 22 islas pequeñas diseminadas por este lago que , por cierto , está reconocido por la UNESCO como Patrimonio de la Humanidad desde el año 1996 .	expl:pv
10613	De hecho , esta burbuja en medio de un planeta extremadamente industrializado alberga un rico ecosistema de fauna y flora en el que se han llegado a catalogar 852 especies y 233 variedades de algas y alrededor de 1.550 especies y variedades de animales que viven en el entorno de el Lago Baikal .	expl:pv
10614	La participación en la evaluación de el impacto ambiental de obras o actividades de competencia estatal , cuando las mismas se realicen en el ámbito de su circunscripción territorial	expl:pass
10615	smartGSM no se responsabiliza de el uso de las mismas .	expl:pv
10616	Cada uno ha sido provisto con características peculiares igualmente importantes ; no obstante , no siempre se pensó así .	expl:pv
10617	En pocas palabras , la mujer no tenía voz ni voto en las sociedades antiguas ; se le consideraba sólo capaz de cuidar los hijos y la casa y esto provocaba , asimismo , que el hombre participara poco en la educación de los niños , quienes generalmente veían en el padre a el proveedor de lo material y alguien a quien había que temer le .	expl:pv
10618	Los logros de la mujer en la sociedad se han visto reflejados con tal fortuna en las leyes que incluso ya hay reglamentos especiales para madres embarazadas o que estén lactando .	expl:pv
10619	Por eso , en esta época también se está luchando por terminar con otra discriminación : la que existe hacia las personas con alguna discapacidad .	expl:pv
10620	Los sordos , ciegos , mudos , con parálisis cerebral o personas que por alguna razón , adquirida o de nacimiento , no pueden valer se por sí mismos , tampoco son ciudadanos de segunda y merecen respeto y admiración , porque a pesar de sus limitaciones físicas deben llevar una vida normal .	expl:pv
10621	En cualquier caso , no parece que esta inversión fuera mayoritaria , pues por lo general se adoptaba el criterio habitual de las lenguas de nuestro entorno de para la repetición y - - para la omisión .	expl:pv
10622	Por Rachel García Vega TRIBUNA A pesar de que no fue posible que las instalaciones de el Colegio de Bachilleres de Villa Bonita ( Plantel Obregón III ) quedaran concluidas para el inicio de clases , los trabajos de construcción de la primera etapa de el proyecto ya fueron concluidos pero se trabaja en la instalación de los equipos de refrigeración .	expl:pv
10623	Por otra parte , dijo que es importante que los padres de familia tengan en cuenta que la falta de recursos no es un impedimento para que los jóvenes se vean obligados a abandonar las aulas , motivo por el cual el plantel brinda la opción de que los padres de familia realicen convenios de pago .	expl:pv
10624	Estos brindan la opción de pagar hasta en tres pagos , mismos que se establecen en el transcurso de el periodo escolar y varían de acuerdo a el monto que cada joven tenga que realizar , recalcó Castelo López .	expl:pv
10625	[ más información ] Una mezcla de comida húmeda y comida seca se conoce como semi-húmeda .	expl:pass
10626	Esto implica que aumentará de peso y se volverá obeso o que crecerá demasiado rápido , lo cual podría provocar le un problema en los huesos ( especialmente en razas grandes ) .	expl:pv
10627	El vapor que se desprende de la ropa caliente pasa por una membrana , diseñada especialmente para separar las moléculas de agua .	expl:pv
10628	Utilizamos una sustancia que es parecida a el Goretex ( un material que se usa mucho en ropa deportiva ) y que deja pasar el vapor pero mantiene las bacterias , sales , fibras de ropa y otras sustancias , explicó el diseñador .	expl:pv
10629	Si no , se necesitan generadores y estos necesitan combustible y si ya vas a transportar combustible , mejor llevas el agua directamente .	expl:pv
10630	Muchas personas se dan cuenta de el engaño a el leer los mensajes de su pareja .	expl:pass
10631	La mayoría de las personas a quienes se les fue infiel , descubren a su pareja leyendo los mensajes que intercambió con la otra persona .	expl:pv
10632	Las fotografías son de varios lugares de el país , y creo que si las ven detenidamente les vendrán las ganas de ir a visitar el país y estar en el sol contemplando el paisaje tan bonito que nos regala , desde la misma arquitectura , hasta el clima que se ve excelente y la costa que te hace estar como en calma .	expl:pv
10633	Pueden decir de mí lo que quieran , pero nunca podrán decir que los traicioné , dijo Castillo mientras caminaba por todo el plató y se despedía de su audiencia .	expl:pass
10634	La tarde de el sábado , la televisora difundió un comunicado firmado por el presidente de su Junta Directiva , Raúl Gorrín , en la que se compromete a continuar siendo una plataforma para la difusión de las más variadas ideas y opiniones , con respeto y tolerancia , como expresión de un país .	expl:pv
10635	# En general , cuando hay varios sujetos , aunque esté cada uno en singular , la concordancia debe hacer se con el verbo en plural .	expl:pv
10636	º Cuando los sujetos son pronombres neutros o expresiones de sentido neutro ; excepto cuando dichos nombres y expresiones llevan un sustantivo masculino o femenino , en cuyo caso sí puede poner se en plural : # Aquello que me dijiste y lo que leí en la prensa me bastó para no querer ir a el concierto .	expl:pv
10637	- - Algunas veces , particularmente cuando las oraciones son distributivas , pueden ir en plural las palabras que se refieren a el sustantivo parte : La mitad de los estudiantes suspendió el examen .	expl:pv
10638	Tú y yo sabemos lo que se cuece ?	expl:pv
10639	1635 , y se le imputan abuso de autoridad , delitos cometidos contra la administración de la justicia , prestación indebida de un servicio público , concusión y tráfico de influencias .	expl:pv
10640	Las aventuras de Alicia en el país de las maravillas se publicó por .	expl:pv
10641	En cuanto a bodas se refiere , lo tradicional no está peleado con lo original y una boda de noche tiene mucho atractivo y potencial que te harán dejar tu sello en ella .	expl:pv
10642	Comentarios - 2 Me gustaron tus lìneas , sobretodo cuando se que no todos ni todas reaccionamos tan tranquilos / as ante tanta violencia .	expl:pv
10643	A partir de este momento , me atrevo a decir que este laboratorio se convierte en el mejor laboratorio de criminalística de la región centroamericana y servirá de referencia para nuestros países hermanos , expresó la Primera Comisionada .	expl:pv
10644	El Laboratorio es la parte más visible de un proyecto que abarca mucho más que infraestructuras y equipamientos , en efecto el proyecto también se ha enfocado en fortalecer todas las demás entidades nacionales que participan en la cadena de justicia penal en Nicaragua , desde la Policía Nacional hasta el Ministerio Público , la Corte Suprema de Justicia y el Instituto de Medicina Legal .	expl:pv
10645	El fortalecimiento de dichas instancias se ha hecho , entre otras actividades , a través de la creación de un manual común de tratamiento de las evidencias y una serie de capacitaciones que beneficiarán a unos 8.000 agentes de policía y otros operadores de el sistema de justicia .	expl:pv
10646	Entre los más novedosos se pueden mencionar : sistema automático de identificación balística , equipos de videoconferencia de alta definición , microscopios de alta resolución que brindan la óptica apocromática , cromatógrafos ( para la identificación de drogas y fármacos ) y equipos para la identificación de documentos , entre otros .	expl:pv
